ShotMarker Archived Data (generated Jan 14 2025)
Exported 61 strings from Jan 14 of 117 total in archive

Jan 14 2025,Ethan Blackwell open,16,600y,198-11X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:38:17 pm,S17,sighter,X,36,3,1.4,0.13,0.22,0.02,0.06,0.01,597.1,1959,-1.4,-3.6,7.8,
,6:38:32 pm,S18,sighter,X,13,4,0.5,0.14,0.08,0.02,0.02,0.01,597.6,1961,-1.5,-3.4,7.9,
,6:38:47 pm,S19,sighter,9,35,96,1.39,3.76,0.22,0.6,0.06,0.17,599.8,1968,-1.6,-3.4,9.5,
,6:39:27 pm,S20,sighter,10,-17,-58,-0.66,-2.29,-0.11,-0.36,-0.03,-0.11,598.8,1965,-1.5,-3.4,6.1,
,6:39:44 pm,S21,sighter,9,42,80,1.65,3.14,0.26,0.5,0.08,0.15,599.3,1966,-1.7,-3.4,9.3,
,6:39:58 pm,S22,sighter,10,-1,53,-0.06,2.1,-0.01,0.33,0,0.1,596.9,1958,-1.4,-3.3,9.1,
,6:40:15 pm,S23,sighter,9,49,71,1.93,2.8,0.31,0.44,0.09,0.13,597.6,1961,-1.4,-3.5,7.6,


Jan 14 2025,Xxx,17,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:17:28 pm,S1,sighter,,24,644,0.96,25.35,0.15,4.03,0.04,1.17,589.6,1934,-1.6,-1.5,17.3,
,6:38:01 pm,S2,sighter,,-337,647,-13.27,25.46,-2.11,4.05,-0.61,1.18,579.2,1900,0.2,-1.4,31.1,
,6:38:29 pm,S3,sighter,8,-116,156,-4.57,6.13,-0.73,0.97,-0.21,0.28,584.1,1916,-1.4,-1.9,22.2,
,6:39:15 pm,S4,sighter,8,-154,28,-6.08,1.1,-0.97,0.18,-0.28,0.05,590.8,1938,-1.3,-2,24.4,
,6:39:42 pm,S5,sighter,10,-39,60,-1.53,2.35,-0.24,0.37,-0.07,0.11,587.9,1929,-1.4,-2,20.8,


Jan 14 2025,Rodrigo test,9,600y,198-6X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:16:54 pm,S1,sighter,8,16,166,0.63,6.53,0.1,1.04,0.03,0.3,639.6,2098,-1.6,-1.8,,
,6:17:55 pm,S2,sighter,10,37,67,1.46,2.63,0.23,0.42,0.07,0.12,636.6,2089,-1.4,-1.6,,
,6:18:14 pm,S3,sighter,X,12,14,0.46,0.56,0.07,0.09,0.02,0.03,635.7,2086,-1.6,-2,,
,6:18:31 pm,1,,10,35,-51,1.38,-2.02,0.22,-0.32,0.06,-0.09,618,2028,-1.5,-1.9,,
,6:18:52 pm,2,,10,11,-45,0.42,-1.76,0.07,-0.28,0.02,-0.08,637.3,2091,-1.4,-2,,
,6:19:14 pm,3,,X,13,2,0.51,0.08,0.08,0.01,0.02,0,633.8,2079,-1.4,-2.1,,
,6:19:30 pm,4,,X,36,-6,1.41,-0.24,0.22,-0.04,0.07,-0.01,623.6,2046,-1.5,-2,,
,6:19:41 pm,5,,X,-20,-2,-0.78,-0.09,-0.12,-0.01,-0.04,0,635.4,2085,-1.5,-2.1,,
,6:19:52 pm,6,,X,34,18,1.33,0.7,0.21,0.11,0.06,0.03,633.7,2079,-1.6,-1.9,,
,6:20:04 pm,7,,9,87,-17,3.42,-0.65,0.54,-0.1,0.16,-0.03,619.3,2032,-1.7,-1.7,,
,6:20:16 pm,8,,10,57,1,2.24,0.05,0.36,0.01,0.1,0,633.7,2079,-1.4,-1.8,,
,6:20:26 pm,9,,10,68,16,2.69,0.61,0.43,0.1,0.12,0.03,626.6,2056,-1.5,-1.8,,
,6:20:37 pm,10,,10,19,-52,0.75,-2.04,0.12,-0.32,0.03,-0.09,628.7,2063,-1.4,-2,,
,6:20:45 pm,11,,X,21,-28,0.83,-1.11,0.13,-0.18,0.04,-0.05,633,2077,-1.5,-1.9,,
,6:20:56 pm,12,,10,16,-42,0.61,-1.67,0.1,-0.27,0.03,-0.08,623.5,2046,-1.5,-2.1,,
,6:21:08 pm,13,,10,56,-53,2.21,-2.09,0.35,-0.33,0.1,-0.1,623.6,2046,-1.8,-2,,
,6:21:20 pm,14,,10,49,-3,1.93,-0.11,0.31,-0.02,0.09,-0.01,639.8,2099,-1.7,-1.9,,
,6:21:26 pm,(14-15),hidden,,-150,-866,-5.91,-34.1,-0.94,-5.43,-0.27,-1.58,603.1,1979,-2.3,-3.6,,
,6:21:33 pm,15,,10,57,-49,2.26,-1.93,0.36,-0.31,0.1,-0.09,623.8,2047,-1.6,-1.8,,
,6:21:41 pm,16,,10,36,-44,1.41,-1.74,0.22,-0.28,0.07,-0.08,621.4,2039,-1.5,-1.8,,
,6:21:56 pm,(16-17),hidden,10,63,-38,2.49,-1.48,0.4,-0.24,0.12,-0.07,637,2090,-0.8,-1.9,,
,6:22:08 pm,17,,10,44,-18,1.71,-0.71,0.27,-0.11,0.08,-0.03,632.4,2075,-1.6,-1.9,,
,6:22:18 pm,(17-18),hidden,10,45,4,1.78,0.15,0.28,0.02,0.08,0.01,610.6,2003,-1,-1.8,,
,6:22:19 pm,18,,10,38,-66,1.48,-2.62,0.23,-0.42,0.07,-0.12,622.4,2042,-1.1,-2.1,,
,6:22:27 pm,19,,X,-11,-9,-0.44,-0.35,-0.07,-0.06,-0.02,-0.02,643,2110,-1.5,-2.1,,
,6:22:36 pm,20,,9,95,14,3.74,0.56,0.6,0.09,0.17,0.03,630.9,2070,-1.7,-1.6,,

,,,,avg:,37,-22,1.46,-0.86,0.23,-0.14,0.07,-0.04,629.2,2064.3,-1.5,-1.9,0.2,
,,,,SD:,28.3,26,1.12,1.02,0.18,0.16,0.05,0.05,6.92,22.7,0.15,0.13,0.1,

Jan 14 2025,Test,18,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:17:43 pm,S1,sighter,9,-88,-115,-3.47,-4.52,-0.55,-0.72,-0.16,-0.21,598.9,1965,1,-2.4,,
,6:18:26 pm,S2,sighter,X,9,33,0.37,1.28,0.06,0.2,0.02,0.06,615.6,2020,1.1,-2.4,,
,6:18:55 pm,S3,sighter,X,3,-29,0.1,-1.15,0.02,-0.18,0,-0.05,612.4,2009,1.1,-2.4,,
,6:19:22 pm,S4,sighter,X,-6,12,-0.23,0.46,-0.04,0.07,-0.01,0.02,612.5,2010,1.1,-2.4,,
,6:19:50 pm,S5,sighter,9,15,-106,0.57,-4.17,0.09,-0.66,0.03,-0.19,619.9,2034,1.1,-2.7,,
,6:20:16 pm,S6,sighter,10,-24,39,-0.95,1.54,-0.15,0.24,-0.04,0.07,613.9,2014,1.4,-2.3,,
,6:20:47 pm,S7,sighter,9,90,-37,3.53,-1.45,0.56,-0.23,0.16,-0.07,618.9,2031,1.2,-2.6,,
,6:21:15 pm,S8,sighter,9,11,-87,0.43,-3.42,0.07,-0.54,0.02,-0.16,614.7,2017,1.4,-2.6,,
,6:21:42 pm,S9,sighter,X,10,-30,0.4,-1.18,0.06,-0.19,0.02,-0.05,620.1,2034,1.2,-2.4,,
,6:22:39 pm,S10,sighter,9,15,-98,0.58,-3.87,0.09,-0.62,0.03,-0.18,613.3,2012,1.5,-2.6,,
,6:23:14 pm,S11,sighter,10,-48,-44,-1.88,-1.72,-0.3,-0.27,-0.09,-0.08,613.4,2012,1.5,-2.4,,
,6:24:11 pm,S12,sighter,9,-93,-49,-3.67,-1.94,-0.58,-0.31,-0.17,-0.09,622.1,2041,1.6,-2.3,,
,6:24:44 pm,S13,sighter,8,23,-166,0.9,-6.55,0.14,-1.04,0.04,-0.3,609.7,2000,1.2,-2.5,,
,6:25:09 pm,S14,sighter,8,-65,-164,-2.56,-6.45,-0.41,-1.03,-0.12,-0.3,607.6,1993,1.2,-2.7,,
,6:25:44 pm,S15,sighter,10,-43,-56,-1.7,-2.21,-0.27,-0.35,-0.08,-0.1,613.1,2011,1.4,-2.3,,
,6:27:56 pm,S16,sighter,9,0,-109,0.01,-4.29,0,-0.68,0,-0.2,619.4,2032,1.4,-2.6,,
,6:29:37 pm,S17,sighter,9,-52,-102,-2.07,-4.03,-0.33,-0.64,-0.1,-0.19,606.8,1991,1.3,-2.4,,


Jan 14 2025,unnamed,15,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:34:40 pm,S1,sighter,8,68,-197,2.69,-7.75,0.43,-1.23,0.12,-0.36,642.5,2108,1.3,-2.6,9.7,
,6:35:10 pm,S2,sighter,10,12,42,0.48,1.67,0.08,0.27,0.02,0.08,636.4,2088,1.9,-2.3,2.1,
,6:35:40 pm,S3,sighter,X,24,9,0.93,0.35,0.15,0.06,0.04,0.02,637.4,2091,1.9,-2.4,2.6,
,6:36:04 pm,S4,sighter,X,25,13,1,0.5,0.16,0.08,0.05,0.02,637.6,2092,2,-2.4,2.1,


Jan 14 2025,Seymour Eaton Open,8,600y,200-13X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:16:10 pm,S1,sighter,10,41,-17,1.6,-0.67,0.25,-0.11,0.07,-0.03,614.7,2017,-0.9,-1.9,2.5,
,6:17:46 pm,S2,sighter,9,81,-26,3.2,-1.02,0.51,-0.16,0.15,-0.05,606.8,1991,-1.3,-1.7,5.2,
,6:18:24 pm,S3,sighter,10,37,-34,1.44,-1.33,0.23,-0.21,0.07,-0.06,611,2005,-0.8,-1.8,2.4,
,6:19:47 pm,S4,sighter,X,-30,28,-1.2,1.1,-0.19,0.18,-0.06,0.05,611.6,2007,-0.2,-1.9,2.5,
,6:20:34 pm,S5,sighter,10,65,-44,2.56,-1.74,0.41,-0.28,0.12,-0.08,606.9,1991,-0.8,-1.9,0.4,
,6:20:55 pm,S6,sighter,X,-32,16,-1.28,0.62,-0.2,0.1,-0.06,0.03,608.6,1997,-0.6,-1.9,1.1,
,6:21:37 pm,S7,sighter,X,-20,-3,-0.8,-0.14,-0.13,-0.02,-0.04,-0.01,612.5,2010,-0.8,-1.9,1.7,
,6:21:54 pm,S8,sighter,10,10,-66,0.41,-2.61,0.06,-0.41,0.02,-0.12,613.2,2012,-0.6,-1.8,0.3,
,6:22:44 pm,S9,sighter,10,31,-68,1.2,-2.67,0.19,-0.43,0.06,-0.12,608.1,1995,-0.9,-1.9,2,
,6:23:29 pm,S10,sighter,X,-8,-28,-0.32,-1.11,-0.05,-0.18,-0.01,-0.05,605.6,1987,-0.9,-1.9,2.6,
,6:24:11 pm,1,,10,9,44,0.35,1.74,0.06,0.28,0.02,0.08,608.8,1997,-0.8,-1.8,2.7,
,6:24:39 pm,2,,X,-2,-31,-0.09,-1.22,-0.01,-0.19,0,-0.06,611.4,2006,-0.4,-1.8,0.3,
,6:25:08 pm,3,,X,24,-10,0.96,-0.4,0.15,-0.06,0.04,-0.02,614.4,2016,-1.8,-1.3,0.2,
,6:25:31 pm,4,,X,12,0,0.48,0.01,0.08,0,0.02,0,609.5,2000,-1.4,-1.8,2.6,
,6:25:50 pm,5,,X,-27,-2,-1.08,-0.08,-0.17,-0.01,-0.05,0,618.3,2029,-0.9,-1.7,2.1,
,6:26:23 pm,6,,X,-4,-23,-0.14,-0.92,-0.02,-0.15,-0.01,-0.04,609,1998,-0.7,-1.9,1.3,
,6:26:45 pm,7,,X,-9,-12,-0.35,-0.46,-0.06,-0.07,-0.02,-0.02,613.1,2011,-0.5,-1.9,0.4,
,6:27:05 pm,8,,10,-27,-50,-1.08,-1.98,-0.17,-0.32,-0.05,-0.09,613.3,2012,-0.6,-2,0.6,
,6:27:27 pm,9,,X,-12,15,-0.49,0.6,-0.08,0.1,-0.02,0.03,612.8,2010,-0.9,-1.8,1.2,
,6:27:45 pm,10,,10,-46,14,-1.8,0.55,-0.29,0.09,-0.08,0.03,610.1,2002,-0.7,-1.8,1.5,
,6:28:27 pm,11,,X,-18,-21,-0.71,-0.83,-0.11,-0.13,-0.03,-0.04,609.5,2000,-0.6,-1.8,1,
,6:28:56 pm,12,,X,-35,-15,-1.4,-0.59,-0.22,-0.09,-0.06,-0.03,612.7,2010,-0.3,-2,0.6,
,6:29:25 pm,13,,10,42,-7,1.63,-0.29,0.26,-0.05,0.08,-0.01,610.6,2003,-0.1,-1.8,1.4,
,6:29:53 pm,14,,X,15,18,0.57,0.7,0.09,0.11,0.03,0.03,610.4,2003,-0.9,-1.9,0.4,
,6:30:10 pm,15,,10,17,39,0.67,1.52,0.11,0.24,0.03,0.07,609.8,2001,-1.1,-1.7,3,
,6:30:36 pm,16,,X,-21,-5,-0.83,-0.18,-0.13,-0.03,-0.04,-0.01,610.6,2003,-0.5,-1.8,0.2,
,6:30:55 pm,17,,X,8,-30,0.3,-1.18,0.05,-0.19,0.01,-0.05,605.2,1986,-0.9,-1.7,0.1,
,6:31:17 pm,18,,X,9,-10,0.33,-0.41,0.05,-0.06,0.02,-0.02,611.5,2006,-0.6,-1.8,2.2,
,6:31:35 pm,19,,10,-21,-77,-0.83,-3.02,-0.13,-0.48,-0.04,-0.14,604.8,1984,-0.5,-2,1.6,
,6:32:09 pm,20,,10,-11,-57,-0.43,-2.24,-0.07,-0.36,-0.02,-0.1,610.6,2003,-0.4,-1.9,0.9,

,,,,avg:,-5,-11,-0.2,-0.43,-0.03,-0.07,-0.01,-0.02,610.8,2004,-0.7,-1.8,1.2,
,,,,SD:,21.4,29.1,0.84,1.14,0.13,0.18,0.04,0.05,2.91,9.5,0.38,0.15,0.9,

Jan 14 2025,test,4,600y,62-1X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:17:56 pm,S1,sighter,8,-193,-15,-7.59,-0.59,-1.21,-0.09,-0.35,-0.03,536.8,1761,0.7,-3.6,,
,6:18:58 pm,S2,sighter,7,-224,120,-8.81,4.74,-1.4,0.75,-0.41,0.22,529.9,1739,-0.1,-2.8,,
,6:21:35 pm,S3,sighter,8,-97,124,-3.81,4.86,-0.61,0.77,-0.18,0.23,534.8,1755,-0.3,-2.5,,
,6:24:17 pm,1,,X,-30,2,-1.2,0.06,-0.19,0.01,-0.06,0,562.4,1845,-3.5,-2,,
,6:25:46 pm,2,,8,-197,-92,-7.75,-3.61,-1.23,-0.57,-0.36,-0.17,547.7,1797,-0.5,-3.1,,
,6:26:56 pm,3,,7,-219,-94,-8.62,-3.72,-1.37,-0.59,-0.4,-0.17,540.1,1772,0.6,-3.3,,
,6:28:50 pm,4,,9,-66,69,-2.61,2.7,-0.41,0.43,-0.12,0.13,557.5,1829,-3,-2,,
,6:29:20 pm,(4-5),hidden/warning-angle,8,170,59,6.69,2.34,1.07,0.37,0.31,0.11,549.8,1804,-6.8,-1.2,,
,6:29:59 pm,5,,9,59,-113,2.34,-4.46,0.37,-0.71,0.11,-0.21,557.5,1829,-3.9,-2.3,,
,6:30:19 pm,6,,10,75,8,2.93,0.32,0.47,0.05,0.14,0.01,555.1,1821,-4.3,-2,,
,6:31:29 pm,7,,9,121,-2,4.74,-0.06,0.76,-0.01,0.22,0,550.5,1806,-4.5,-2,,

,,,,avg:,-37,-32,-1.45,-1.25,-0.23,-0.2,-0.07,-0.06,553,1814.2,-2.7,-2.4,0.4,
,,,,SD:,123.1,63.1,4.85,2.48,0.77,0.4,0.22,0.12,6.91,22.7,1.85,0.54,0.1,

Jan 14 2025,unnamed,13,600y,19-1X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:31:58 pm,S1,sighter,10,-47,3,-1.87,0.11,-0.3,0.02,-0.09,0,534.2,1753,0,-3.3,,
,6:32:28 pm,1,,X,-8,35,-0.33,1.39,-0.05,0.22,-0.02,0.06,534,1752,0.1,-3.2,,
,6:32:43 pm,2,,9,91,-23,3.57,-0.91,0.57,-0.14,0.17,-0.04,520.9,1709,-2.1,-4.4,,

,,,,avg:,41,6,1.62,0.24,0.26,0.04,0.08,0.01,527.5,1730.5,-1,-3.8,0.3,
,,,,SD:,49.6,29.2,1.95,1.15,0.31,0.18,0.09,0.05,6.55,21.5,1.12,0.57,0.1,

Jan 14 2025,Alyce Chavez rec,5,600y,193-5X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:17:28 pm,S1,sighter,10,53,-12,2.08,-0.46,0.33,-0.07,0.1,-0.02,572.3,1878,0.2,-4.9,10.3,
,6:18:08 pm,S2,sighter,9,-6,120,-0.25,4.72,-0.04,0.75,-0.01,0.22,591.4,1940,0.8,-4.7,9.5,
,6:18:41 pm,S3,sighter,9,102,66,4.02,2.6,0.64,0.41,0.19,0.12,588.7,1931,0,-4.8,10.4,
,6:19:04 pm,S4,sighter,9,-7,98,-0.27,3.84,-0.04,0.61,-0.01,0.18,573.2,1881,0.3,-2.8,,
,6:19:34 pm,S5,sighter,9,132,-74,5.2,-2.9,0.83,-0.46,0.24,-0.13,586.3,1924,-0.1,-5.1,13.2,
,6:20:06 pm,S6,sighter,X,4,-9,0.15,-0.37,0.02,-0.06,0.01,-0.02,593.7,1948,0.8,-5,10,
,6:20:30 pm,S7,sighter,X,-35,1,-1.38,0.06,-0.22,0.01,-0.06,0,594.8,1951,0.9,-4.9,7.3,
,6:21:22 pm,1,,9,17,-135,0.67,-5.3,0.11,-0.84,0.03,-0.25,594,1949,0.7,-5.3,11.1,
,6:21:40 pm,2,,10,-14,62,-0.57,2.45,-0.09,0.39,-0.03,0.11,593.7,1948,0.8,-4.9,11,
,6:21:57 pm,3,,10,-40,36,-1.57,1.41,-0.25,0.22,-0.07,0.07,589.2,1933,1.1,-4.9,8.3,
,6:22:18 pm,4,,X,-22,18,-0.85,0.72,-0.14,0.12,-0.04,0.03,590.2,1936,1.2,-4.6,0.6,
,6:22:53 pm,5,,X,19,-22,0.74,-0.89,0.12,-0.14,0.03,-0.04,594.3,1950,0.7,-4.9,9.2,
,6:23:21 pm,6,,10,-42,17,-1.65,0.68,-0.26,0.11,-0.08,0.03,593.1,1946,1,-4.9,8.2,
,6:23:44 pm,7,,X,-18,24,-0.72,0.96,-0.12,0.15,-0.03,0.04,596.7,1958,1,-4.9,8.3,
,6:24:08 pm,8,,10,-17,-56,-0.65,-2.2,-0.1,-0.35,-0.03,-0.1,594.2,1949,1,-4.9,6.3,
,6:24:37 pm,9,,9,70,-106,2.76,-4.17,0.44,-0.66,0.13,-0.19,600.9,1971,0.4,-4.7,8.9,
,6:25:36 pm,10,,8,47,-220,1.83,-8.67,0.29,-1.38,0.08,-0.4,597.8,1961,-0.1,-5.1,10.9,
,6:26:41 pm,11,,9,26,-132,1.04,-5.18,0.17,-0.82,0.05,-0.24,587.4,1927,0.6,-5.1,10.1,
,6:27:09 pm,12,,X,15,-23,0.57,-0.9,0.09,-0.14,0.03,-0.04,592.9,1945,0.7,-5,9.5,
,6:28:00 pm,13,,10,7,-62,0.28,-2.44,0.05,-0.39,0.01,-0.11,593.5,1947,0.6,-5.1,8.8,
,6:28:26 pm,14,,10,4,-47,0.14,-1.85,0.02,-0.29,0.01,-0.09,589.7,1935,0.7,-5.1,9.2,
,6:28:54 pm,15,,9,36,-74,1.4,-2.92,0.22,-0.46,0.06,-0.14,594.2,1949,0.8,-5.2,10.7,
,6:29:16 pm,16,,9,38,-96,1.51,-3.78,0.24,-0.6,0.07,-0.17,596.5,1957,0.8,-5.3,,
,6:29:41 pm,17,,10,57,-3,2.23,-0.11,0.35,-0.02,0.1,0,597.1,1959,0.2,-5,9.2,
,6:30:09 pm,18,,10,71,6,2.78,0.25,0.44,0.04,0.13,0.01,596.5,1957,0.4,-4.7,10.1,
,6:30:30 pm,19,,10,58,3,2.29,0.13,0.36,0.02,0.11,0.01,601.8,1974,0.9,-5.1,9.8,
,6:30:52 pm,20,,X,-37,5,-1.44,0.19,-0.23,0.03,-0.07,0.01,603.1,1979,0.8,-4.5,9.5,

,,,,avg:,14,-40,0.54,-1.58,0.09,-0.25,0.02,-0.07,594.8,1951.6,0.7,-5,8.5,
,,,,SD:,35.5,68.7,1.4,2.7,0.22,0.43,0.06,0.13,4.02,13.2,0.3,0.21,2.9,

Jan 14 2025,Hester Garza fpr,3,600y,197-11X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:16:22 pm,S1,sighter,9,-22,-107,-0.87,-4.23,-0.14,-0.67,-0.04,-0.2,586.7,1925,-1,-2.3,,
,6:16:54 pm,S2,sighter,10,-69,-34,-2.7,-1.33,-0.43,-0.21,-0.13,-0.06,587.6,1928,-0.1,-1.9,,
,6:17:53 pm,S3,sighter,10,21,-73,0.81,-2.86,0.13,-0.45,0.04,-0.13,578.8,1899,-1.9,-2.4,,
,6:18:17 pm,S4,sighter,10,75,11,2.97,0.42,0.47,0.07,0.14,0.02,579.3,1901,-2,-2.7,,
,6:19:22 pm,S5,sighter,10,-49,-11,-1.95,-0.44,-0.31,-0.07,-0.09,-0.02,583.4,1914,-0.6,-2,,
,6:19:54 pm,1,,X,-16,-36,-0.64,-1.4,-0.1,-0.22,-0.03,-0.06,581.1,1906,-1.4,-2.4,,
,6:20:17 pm,2,,X,1,-38,0.04,-1.5,0.01,-0.24,0,-0.07,583.9,1916,-0.9,-2.3,,
,6:21:18 pm,3,,X,-5,-11,-0.21,-0.43,-0.03,-0.07,-0.01,-0.02,585.4,1921,-1,-2.3,,
,6:21:43 pm,4,,X,1,-2,0.05,-0.07,0.01,-0.01,0,0,581.2,1907,-1.2,-2.4,,
,6:22:14 pm,5,,X,-5,6,-0.2,0.22,-0.03,0.04,-0.01,0.01,580.8,1906,-1.7,-2.5,,
,6:22:46 pm,6,,X,-36,-13,-1.44,-0.51,-0.23,-0.08,-0.07,-0.02,586.3,1924,-0.6,-2.1,,
,6:23:10 pm,7,,X,-31,5,-1.24,0.18,-0.2,0.03,-0.06,0.01,588.7,1931,-0.7,-2.1,,
,6:23:36 pm,8,,10,15,-47,0.59,-1.85,0.09,-0.29,0.03,-0.09,577.2,1894,-1.4,-2.4,,
,6:24:03 pm,9,,9,-137,-59,-5.41,-2.31,-0.86,-0.37,-0.25,-0.11,592.4,1944,0.7,-1.6,,
,6:24:50 pm,10,,10,-57,3,-2.25,0.11,-0.36,0.02,-0.1,0.01,591.3,1940,-0.6,-1.8,,
,6:25:21 pm,11,,10,-74,11,-2.93,0.43,-0.47,0.07,-0.14,0.02,593.5,1947,-1,-1.9,,
,6:25:51 pm,12,,9,-54,-72,-2.15,-2.84,-0.34,-0.45,-0.1,-0.13,580.3,1904,-1.4,-2.3,,
,6:27:10 pm,13,,10,-22,-42,-0.87,-1.67,-0.14,-0.27,-0.04,-0.08,582,1909,-1,-2.2,,
,6:27:34 pm,14,,9,-65,-55,-2.56,-2.18,-0.41,-0.35,-0.12,-0.1,588.2,1930,-0.2,-2,,
,6:27:58 pm,15,,10,-40,-42,-1.58,-1.67,-0.25,-0.27,-0.07,-0.08,588.1,1929,-0.6,-2.1,,
,6:28:17 pm,16,,X,-28,-4,-1.09,-0.18,-0.17,-0.03,-0.05,-0.01,586.9,1926,-0.3,-2.1,,
,6:28:43 pm,17,,X,18,18,0.69,0.72,0.11,0.11,0.03,0.03,581.6,1908,-0.7,-2.2,,
,6:29:17 pm,18,,10,-55,-15,-2.16,-0.58,-0.34,-0.09,-0.1,-0.03,591.1,1939,0.1,-1.9,,
,6:29:40 pm,19,,X,-2,-20,-0.09,-0.78,-0.02,-0.12,0,-0.04,589.6,1934,-0.5,-2.1,,
,6:30:02 pm,20,,X,17,-29,0.67,-1.13,0.11,-0.18,0.03,-0.05,580.1,1903,-1.5,-2.5,,

,,,,avg:,-29,-22,-1.14,-0.87,-0.18,-0.14,-0.05,-0.04,585.5,1920.9,-0.8,-2.2,0.3,
,,,,SD:,37.1,25.2,1.46,0.99,0.23,0.16,0.07,0.05,4.67,15.3,0.57,0.23,0.1,

Jan 14 2025,Ethan Hawthorne sling,11,600y,198-10X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:19:59 pm,S1,sighter,10,95,84,3.74,3.3,0.6,0.52,0.17,0.15,588,1929,-1.1,-0.4,,
,6:20:32 pm,S2,sighter,X,66,4,2.6,0.15,0.41,0.02,0.12,0.01,588.5,1931,-1,-0.8,,
,6:21:05 pm,1,,10,-97,-74,-3.82,-2.91,-0.61,-0.46,-0.18,-0.13,587,1926,-1.2,-1.1,,
,6:21:35 pm,2,,X,-19,-41,-0.76,-1.62,-0.12,-0.26,-0.04,-0.08,590.4,1937,-1.1,-0.7,,
,6:22:01 pm,3,,10,-109,2,-4.31,0.09,-0.69,0.02,-0.2,0,589.7,1935,-1,-0.8,,
,6:22:31 pm,4,,X,-40,-12,-1.57,-0.49,-0.25,-0.08,-0.07,-0.02,589.8,1935,-1.2,-0.8,,
,6:22:59 pm,5,,X,-18,-3,-0.73,-0.12,-0.12,-0.02,-0.03,-0.01,586.1,1923,-1.1,-0.7,,
,6:23:23 pm,6,,X,9,-56,0.35,-2.21,0.06,-0.35,0.02,-0.1,586.2,1923,-1.1,-0.7,,
,6:23:55 pm,7,,X,0,7,-0.01,0.26,0,0.04,0,0.01,588.2,1930,-1.1,-0.7,,
,6:24:27 pm,8,,X,18,-47,0.71,-1.85,0.11,-0.29,0.03,-0.09,587.8,1928,-1.2,-1,,
,6:24:57 pm,9,,10,141,-23,5.56,-0.91,0.88,-0.14,0.26,-0.04,578.5,1898,-1.5,-0.6,,
,6:25:31 pm,10,,10,-98,65,-3.87,2.57,-0.62,0.41,-0.18,0.12,591.2,1940,-1.6,-0.5,,
,6:26:03 pm,11,,X,53,20,2.09,0.78,0.33,0.12,0.1,0.04,581.4,1907,-1,-0.5,,
,6:26:32 pm,12,,X,35,-26,1.39,-1.01,0.22,-0.16,0.06,-0.05,591,1939,-1.3,-0.7,,
,6:26:59 pm,13,,10,-51,77,-2.02,3.02,-0.32,0.48,-0.09,0.14,591.7,1941,-1.1,-0.5,,
,6:27:27 pm,14,,10,138,-7,5.44,-0.29,0.87,-0.05,0.25,-0.01,588.6,1931,-1.3,-0.8,,
,6:27:52 pm,15,,10,63,-100,2.48,-3.95,0.39,-0.63,0.11,-0.18,587.1,1926,-1.2,-0.9,,
,6:28:30 pm,16,,X,60,-40,2.35,-1.57,0.37,-0.25,0.11,-0.07,583.9,1916,-1.2,-0.9,,
,6:28:59 pm,17,,9,167,-35,6.59,-1.38,1.05,-0.22,0.3,-0.06,588.3,1930,-0.9,-0.8,,
,6:29:33 pm,18,,10,132,-28,5.2,-1.09,0.83,-0.17,0.24,-0.05,578.9,1899,-0.9,-0.6,5.8,
,6:30:04 pm,19,,X,43,-34,1.71,-1.35,0.27,-0.21,0.08,-0.06,586.1,1923,-1.1,-0.9,,
,6:30:27 pm,20,,9,-156,108,-6.16,4.26,-0.98,0.68,-0.29,0.2,579,1900,0.1,0.9,16.5,

