ShotMarker Archived Data (generated Jan 14 2025)
Exported 61 strings from Jan 14 of 117 total in archive

Jan 14 2025,Ethan Blackwell open,16,600y,198-11X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,7:01:46 pm,19,,X,-23,11,-0.9,0.41,-0.14,0.07,-0.04,0.02,591.2,1940,0,-4.9,9.1,
,7:02:16 pm,20,,X,-27,-13,-1.07,-0.53,-0.17,-0.08,-0.05,-0.02,587.4,1927,-0.1,-5.1,8.2,

,,,,avg:,-15,2,-0.6,0.07,-0.1,0.01,-0.03,0,589,1932.4,-0.2,-5,9.4,
,,,,SD:,14.7,28.1,0.58,1.11,0.09,0.18,0.03,0.05,2.09,6.9,0.16,0.09,1.6,

Jan 14 2025,Valeria Allen open,8,600y,200-16X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:54:13 pm,S1,sighter,X,-13,16,-0.52,0.61,-0.08,0.1,-0.02,0.03,617.5,2026,-0.7,-1.9,1.2,
,6:54:33 pm,S2,sighter,10,-12,-41,-0.49,-1.61,-0.08,-0.26,-0.02,-0.07,617.6,2026,-0.5,-2,1.1,
,6:55:08 pm,1,,X,-10,-12,-0.4,-0.46,-0.06,-0.07,-0.02,-0.02,619.8,2033,-0.7,-1.9,1.3,
,6:55:23 pm,2,,10,-15,-63,-0.58,-2.5,-0.09,-0.4,-0.03,-0.12,610.2,2002,-0.4,-2,1.4,
,6:55:40 pm,3,,10,32,-41,1.25,-1.62,0.2,-0.26,0.06,-0.07,612.4,2009,-1,-1.9,3.4,
,6:55:52 pm,4,,X,-7,-11,-0.29,-0.43,-0.05,-0.07,-0.01,-0.02,617.7,2027,0,-1.9,0.4,
,6:56:04 pm,5,,X,-13,-25,-0.52,-0.98,-0.08,-0.16,-0.02,-0.05,616.6,2023,-0.5,-1.8,1.3,
,6:56:24 pm,6,,X,18,-33,0.72,-1.29,0.11,-0.2,0.03,-0.06,617.2,2025,-0.5,-1.9,2,
,6:56:36 pm,7,,X,31,10,1.22,0.38,0.19,0.06,0.06,0.02,616.9,2024,-0.5,-1.6,2.2,
,6:56:50 pm,8,,X,18,3,0.7,0.12,0.11,0.02,0.03,0.01,620.9,2037,-0.8,-1.9,1.6,
,6:56:59 pm,9,,X,-12,-38,-0.48,-1.51,-0.08,-0.24,-0.02,-0.07,619,2031,-0.4,-1.9,0.8,
,6:57:10 pm,10,,X,9,1,0.34,0.04,0.05,0.01,0.02,0,620.6,2036,-0.8,-1.7,2.8,
,6:57:24 pm,11,,10,4,57,0.17,2.25,0.03,0.36,0.01,0.1,620.3,2035,-0.7,-1.7,2.2,
,6:57:41 pm,12,,X,10,-37,0.38,-1.47,0.06,-0.23,0.02,-0.07,614.9,2017,-0.6,-1.9,1,
,6:58:05 pm,13,,X,-11,25,-0.43,0.99,-0.07,0.16,-0.02,0.05,619.6,2033,-0.7,-2,0.5,
,6:58:18 pm,14,,X,-6,-17,-0.25,-0.68,-0.04,-0.11,-0.01,-0.03,616.9,2024,-0.6,-1.9,0.3,
,6:58:33 pm,15,,X,0,27,-0.01,1.08,0,0.17,0,0.05,620.1,2034,-1,-2.1,1.4,
,6:58:43 pm,16,,X,-11,26,-0.43,1.04,-0.07,0.17,-0.02,0.05,621.4,2039,-0.7,-1.8,1.3,
,6:58:58 pm,17,,X,12,-20,0.49,-0.78,0.08,-0.12,0.02,-0.04,618.8,2030,-0.4,-1.9,0.1,
,6:59:08 pm,18,,X,22,-26,0.88,-1.02,0.14,-0.16,0.04,-0.05,620.1,2034,-0.6,-1.9,2.4,
,6:59:20 pm,19,,X,5,2,0.19,0.09,0.03,0.02,0.01,0,620.2,2035,-0.6,-2,0.6,
,6:59:31 pm,20,,10,19,53,0.73,2.09,0.12,0.33,0.03,0.1,623,2044,-1,-1.7,5.2,

,,,,avg:,5,-6,0.18,-0.23,0.03,-0.04,0.01,-0.01,618.3,2028.6,-0.6,-1.9,1.6,
,,,,SD:,14.8,31.2,0.58,1.23,0.09,0.2,0.03,0.06,3.02,9.9,0.23,0.12,1.2,

Jan 14 2025,unnamed,10,600y,97-1X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:53:51 pm,1,,9,-106,-136,-4.19,-5.34,-0.67,-0.85,-0.19,-0.25,539.9,1771,2.7,0.6,,
,6:54:34 pm,2,,10,65,54,2.56,2.12,0.41,0.34,0.12,0.1,560.1,1838,2.6,1.6,,
,6:55:09 pm,3,,10,-39,-76,-1.53,-2.98,-0.24,-0.47,-0.07,-0.14,550.4,1806,2.3,0.6,,
,6:55:57 pm,4,,10,41,-89,1.62,-3.52,0.26,-0.56,0.08,-0.16,558,1831,2.6,0.8,,
,6:56:44 pm,5,,7,-432,-126,-17.02,-4.95,-2.71,-0.79,-0.79,-0.23,537.1,1762,3,0.3,,
,6:57:26 pm,6,,10,-80,-17,-3.14,-0.66,-0.5,-0.1,-0.15,-0.03,549.4,1802,2.6,0.9,,
,6:58:09 pm,7,,7,-347,-217,-13.67,-8.55,-2.18,-1.36,-0.63,-0.4,538.7,1767,2.6,0.1,,
,6:58:59 pm,8,,X,27,-73,1.06,-2.89,0.17,-0.46,0.05,-0.13,550.4,1806,2.5,0.9,,
,6:59:35 pm,9,,8,-75,232,-2.97,9.14,-0.47,1.45,-0.14,0.42,561,1841,3.3,2.3,,
,7:00:00 pm,10,,7,-314,3,-12.37,0.11,-1.97,0.02,-0.57,0,541.6,1777,2.9,0.8,,
,7:01:13 pm,11,,9,175,55,6.89,2.15,1.1,0.34,0.32,0.1,555.3,1822,2.9,1.7,,

,,,,avg:,-99,-36,-3.89,-1.4,-0.62,-0.22,-0.18,-0.06,549.3,1802,2.7,1,0.1,
,,,,SD:,181.2,115.5,7.13,4.55,1.14,0.72,0.33,0.21,8.4,27.6,0.26,0.63,0.1,

Jan 14 2025,unnamed,16,600y,139-8X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:47:57 pm,S1,sighter,9,-77,-33,-3.02,-1.28,-0.48,-0.2,-0.14,-0.06,642.4,2108,-1.1,-3.4,7,
,6:49:59 pm,S2,sighter,10,42,-34,1.64,-1.35,0.26,-0.21,0.08,-0.06,642.7,2109,-1.1,-3.4,8.6,
,6:50:40 pm,S3,sighter,X,31,-14,1.23,-0.56,0.2,-0.09,0.06,-0.03,641.4,2104,-1,-3.5,7.4,
,6:51:09 pm,S4,sighter,10,18,-41,0.69,-1.61,0.11,-0.26,0.03,-0.07,640.4,2101,-1.2,-3.5,9.2,
,6:51:37 pm,S5,sighter,X,-28,9,-1.1,0.37,-0.18,0.06,-0.05,0.02,639,2096,-1,-3.4,7.5,
,6:52:25 pm,S6,sighter,X,16,-4,0.65,-0.16,0.1,-0.03,0.03,-0.01,642.8,2109,-1.2,-3.5,8.5,
,6:52:51 pm,1,,X,-8,-40,-0.31,-1.56,-0.05,-0.25,-0.01,-0.07,643.4,2111,-1.1,-3.5,7.7,
,6:53:25 pm,2,,X,14,4,0.57,0.15,0.09,0.02,0.03,0.01,640.8,2102,-1,-3.5,8.3,
,6:53:59 pm,3,,10,45,-27,1.75,-1.07,0.28,-0.17,0.08,-0.05,644.8,2115,-1,-3.6,6.3,
,6:54:30 pm,4,,X,-8,-33,-0.3,-1.3,-0.05,-0.21,-0.01,-0.06,643.5,2111,-1.1,-3.4,7.4,
,6:54:50 pm,5,,X,5,42,0.21,1.63,0.03,0.26,0.01,0.08,640.4,2101,-0.9,-3.4,8.7,
,6:55:11 pm,6,,X,-29,-3,-1.14,-0.13,-0.18,-0.02,-0.05,-0.01,641.4,2104,-1.1,-3.5,7,
,6:55:29 pm,7,,X,-11,-23,-0.44,-0.9,-0.07,-0.14,-0.02,-0.04,640.3,2101,-1,-3.4,7.9,
,6:56:00 pm,8,,10,20,-53,0.8,-2.09,0.13,-0.33,0.04,-0.1,641.8,2106,-1.3,-3.5,5.6,
,6:56:29 pm,9,,10,46,-37,1.8,-1.45,0.29,-0.23,0.08,-0.07,641.8,2106,-1,-3.5,7.8,
,6:57:27 pm,10,,10,27,-70,1.06,-2.76,0.17,-0.44,0.05,-0.13,641.1,2103,-1.1,-3.5,7.8,
,6:58:22 pm,11,,9,0,-92,0.01,-3.63,0,-0.58,0,-0.17,640.1,2100,-1.2,-3.7,8.9,
,6:58:56 pm,12,,X,17,-21,0.67,-0.82,0.11,-0.13,0.03,-0.04,642,2106,-1.2,-3.5,8.9,
,6:59:18 pm,13,,X,-21,-4,-0.85,-0.17,-0.13,-0.03,-0.04,-0.01,643.6,2112,-1.1,-3.4,8.8,
,6:59:38 pm,14,,10,54,-45,2.13,-1.76,0.34,-0.28,0.1,-0.08,640.6,2102,-1.2,-3.5,8.7,

,,,,avg:,11,-29,0.43,-1.13,0.07,-0.18,0.02,-0.05,641.8,2105.7,-1.1,-3.5,7.8,
,,,,SD:,24.8,31.8,0.97,1.25,0.16,0.2,0.05,0.06,1.41,4.6,0.09,0.08,1,

Jan 14 2025,Reynaldo Yu FPR ,3,600y,200-9X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:48:11 pm,S1,sighter,10,13,-45,0.5,-1.79,0.08,-0.28,0.02,-0.08,549.3,1802,-1.4,-2.3,,
,6:48:32 pm,S2,sighter,X,-33,22,-1.32,0.85,-0.21,0.14,-0.06,0.04,556.8,1827,-0.9,-2.2,,
,6:48:59 pm,S3,sighter,10,-62,47,-2.45,1.85,-0.39,0.29,-0.11,0.09,557.1,1828,-0.3,-1.9,,
,6:49:32 pm,S4,sighter,X,40,1,1.56,0.04,0.25,0.01,0.07,0,548.4,1799,-1.7,-2.4,,
,6:50:03 pm,S5,sighter,10,-5,51,-0.19,2.02,-0.03,0.32,-0.01,0.09,550.8,1807,-1.5,-2.3,,
,6:50:29 pm,1,,X,10,17,0.39,0.67,0.06,0.11,0.02,0.03,548.9,1801,-1.6,-2.4,,
,6:50:51 pm,2,,10,-39,17,-1.54,0.68,-0.25,0.11,-0.07,0.03,554.2,1818,-1.4,-2.4,,
,6:51:19 pm,3,,10,-10,70,-0.39,2.76,-0.06,0.44,-0.02,0.13,552.8,1814,-1.7,-2.4,,
,6:51:40 pm,4,,X,-22,1,-0.87,0.02,-0.14,0,-0.04,0,554.5,1819,-1.1,-2.1,,
,6:52:39 pm,5,,X,3,28,0.11,1.1,0.02,0.18,0.01,0.05,546.8,1794,-2.2,-2.8,,
,6:53:06 pm,6,,X,-21,-11,-0.82,-0.43,-0.13,-0.07,-0.04,-0.02,552.4,1812,-1.2,-2.3,,
,6:53:33 pm,7,,10,21,-45,0.81,-1.79,0.13,-0.29,0.04,-0.08,549,1801,-1.7,-2.5,,
,6:53:52 pm,8,,10,23,58,0.9,2.29,0.14,0.36,0.04,0.11,549.9,1804,-1.3,-2.2,,
,6:54:13 pm,9,,10,-11,-44,-0.42,-1.74,-0.07,-0.28,-0.02,-0.08,553.7,1817,-1.1,-2.3,,
,6:54:43 pm,10,,10,60,17,2.35,0.65,0.37,0.1,0.11,0.03,548,1798,-1.9,-2.4,,
,6:55:05 pm,11,,10,47,21,1.84,0.82,0.29,0.13,0.09,0.04,545.3,1789,-2,-2.5,,
,6:55:34 pm,12,,10,49,31,1.91,1.23,0.3,0.2,0.09,0.06,548.5,1800,-1.7,-2.3,,
,6:55:53 pm,13,,X,1,21,0.05,0.83,0.01,0.13,0,0.04,550.7,1807,-1.5,-2.4,,
,6:56:13 pm,14,,10,27,53,1.07,2.07,0.17,0.33,0.05,0.1,551.5,1809,-1.5,-2.4,,
,6:56:31 pm,15,,10,68,29,2.68,1.13,0.43,0.18,0.12,0.05,544.3,1786,-2.8,-2.9,,
,6:56:49 pm,16,,10,-19,38,-0.75,1.5,-0.12,0.24,-0.03,0.07,553.5,1816,-1.2,-2.3,,
,6:57:07 pm,17,,X,7,40,0.29,1.57,0.05,0.25,0.01,0.07,554.8,1820,-0.7,-2.2,,
,6:57:29 pm,18,,X,16,23,0.63,0.9,0.1,0.14,0.03,0.04,550.6,1806,-1.5,-2.4,,
,6:57:46 pm,19,,X,18,7,0.69,0.27,0.11,0.04,0.03,0.01,551.4,1809,-1.4,-2.4,,
,6:58:04 pm,20,,X,38,17,1.5,0.65,0.24,0.1,0.07,0.03,547.3,1796,-1.8,-2.4,,

,,,,avg:,13,19,0.52,0.76,0.08,0.12,0.02,0.04,550.4,1805.8,-1.6,-2.4,0.3,
,,,,SD:,28.4,28.2,1.12,1.11,0.18,0.18,0.05,0.05,3.02,9.9,0.45,0.19,0.2,

Jan 14 2025,Porter Friedman open,17,600y,197-6X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:48:31 pm,S1,sighter,X,-33,25,-1.31,0.98,-0.21,0.16,-0.06,0.05,587.3,1927,-1.5,-2,23.3,
,6:48:56 pm,1,,9,-84,28,-3.29,1.12,-0.52,0.18,-0.15,0.05,589.8,1935,-1.3,-2,22.7,
,6:49:23 pm,2,,10,-40,23,-1.56,0.9,-0.25,0.14,-0.07,0.04,594.5,1950,-1.5,-2,23.7,
,6:49:41 pm,3,,10,28,35,1.1,1.37,0.18,0.22,0.05,0.06,588.3,1930,-1.7,-2,22.5,
,6:49:58 pm,4,,9,-114,6,-4.48,0.25,-0.71,0.04,-0.21,0.01,589,1932,-1.2,-2,23.4,
,6:50:16 pm,5,,10,-56,-3,-2.19,-0.12,-0.35,-0.02,-0.1,-0.01,587.2,1927,-1.5,-2,23.1,
,6:50:32 pm,6,,X,4,-35,0.15,-1.37,0.02,-0.22,0.01,-0.06,583.1,1913,-1.7,-2.1,22.7,
,6:50:50 pm,7,,10,-64,21,-2.52,0.81,-0.4,0.13,-0.12,0.04,594.4,1950,-1.4,-2,24.3,
,6:51:07 pm,8,,10,-41,20,-1.62,0.79,-0.26,0.13,-0.08,0.04,589.8,1935,-1.5,-2,23.6,
,6:51:33 pm,9,,X,-20,20,-0.81,0.77,-0.13,0.12,-0.04,0.04,587.7,1928,-1.4,-1.9,23.4,
,6:51:52 pm,10,,10,6,-45,0.24,-1.79,0.04,-0.28,0.01,-0.08,586.3,1924,-1.6,-2.1,23.9,
,6:52:08 pm,11,,X,-28,-16,-1.12,-0.65,-0.18,-0.1,-0.05,-0.03,587.6,1928,-1.5,-2,22.6,
,6:52:28 pm,12,,9,-69,-78,-2.72,-3.07,-0.43,-0.49,-0.13,-0.14,588.4,1930,-1.5,-2,22.6,
,6:52:54 pm,13,,10,-11,-43,-0.43,-1.69,-0.07,-0.27,-0.02,-0.08,589.2,1933,-1.5,-2,22.6,
,6:53:12 pm,14,,X,11,-7,0.43,-0.27,0.07,-0.04,0.02,-0.01,584.7,1918,-1.5,-2,22,
,6:53:30 pm,15,,10,-38,-60,-1.48,-2.37,-0.24,-0.38,-0.07,-0.11,587,1926,-1.3,-1.9,21.9,
,6:53:51 pm,16,,10,-44,-47,-1.75,-1.85,-0.28,-0.29,-0.08,-0.09,589.4,1934,-1.1,-2,23.5,
,6:54:08 pm,17,,10,-41,23,-1.61,0.91,-0.26,0.14,-0.07,0.04,586.9,1926,-1.4,-1.9,23.8,
,6:54:25 pm,18,,10,-47,-60,-1.87,-2.37,-0.3,-0.38,-0.09,-0.11,582.6,1911,-1.5,-2,23.6,
,6:54:42 pm,19,,X,28,27,1.09,1.05,0.17,0.17,0.05,0.05,584.4,1917,-1.7,-1.8,21.6,
,6:55:03 pm,20,,X,12,30,0.48,1.2,0.08,0.19,0.02,0.06,584.4,1917,-1.5,-1.9,21.1,

,,,,avg:,-30,-8,-1.2,-0.32,-0.19,-0.05,-0.06,-0.01,587.7,1928.3,-1.5,-2,22.9,
,,,,SD:,36.9,35.8,1.45,1.41,0.23,0.22,0.07,0.07,3.07,10.1,0.14,0.06,0.8,

Jan 14 2025,Allen Walton test,14,600y,40-2X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:53:58 pm,S1,sighter,10,-18,-54,-0.72,-2.11,-0.12,-0.34,-0.03,-0.1,640.8,2102,-0.3,-2.8,,
,6:54:12 pm,S2,sighter,9,-24,-110,-0.93,-4.35,-0.15,-0.69,-0.04,-0.2,641.1,2103,0,-2.9,,
,6:54:37 pm,1,,X,1,-13,0.04,-0.5,0.01,-0.08,0,-0.02,637.8,2093,-0.4,-2.8,,
,6:54:50 pm,2,,10,-9,56,-0.36,2.21,-0.06,0.35,-0.02,0.1,635.4,2085,-0.6,-2.4,,
,6:55:03 pm,3,,X,17,-8,0.66,-0.3,0.1,-0.05,0.03,-0.01,639.4,2098,-0.4,-2.7,,
,6:55:17 pm,4,,10,-37,55,-1.48,2.15,-0.23,0.34,-0.07,0.1,639.3,2097,-0.4,-2.8,,

,,,,avg:,-7,23,-0.28,0.89,-0.05,0.14,-0.01,0.04,638,2093.1,-0.5,-2.7,0.2,
,,,,SD:,19.8,32.9,0.78,1.29,0.12,0.21,0.04,0.06,1.62,5.3,0.08,0.15,0.1,

Jan 14 2025,unnamed,8,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:50:26 pm,S1,sighter,9,-38,-122,-1.48,-4.8,-0.24,-0.76,-0.07,-0.22,612.6,2010,-0.5,-2.1,1.5,
,6:50:47 pm,S2,sighter,9,3,-91,0.12,-3.59,0.02,-0.57,0.01,-0.17,618.3,2029,-0.6,-2.1,0.3,
,6:51:04 pm,S3,sighter,9,-4,-96,-0.15,-3.76,-0.02,-0.6,-0.01,-0.17,616.2,2022,-0.5,-2,1,
,6:51:42 pm,S4,sighter,10,-49,-4,-1.92,-0.14,-0.31,-0.02,-0.09,-0.01,614,2014,-0.5,-2,0.4,
,6:52:04 pm,S5,sighter,X,10,-41,0.4,-1.6,0.06,-0.25,0.02,-0.07,611.1,2005,-0.7,-2,0.8,
,6:52:28 pm,S6,sighter,10,29,50,1.16,1.97,0.18,0.31,0.05,0.09,612.2,2009,-0.9,-1.6,3.9,
,6:52:48 pm,S7,sighter,X,19,28,0.73,1.11,0.12,0.18,0.03,0.05,610,2001,-1.2,-1.6,3.7,
,6:53:16 pm,S8,sighter,X,-17,19,-0.67,0.74,-0.11,0.12,-0.03,0.03,613.7,2013,-0.8,-1.8,2.9,


Jan 14 2025,Mildred Carey open,14,600y,200-15X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:49:20 pm,1,,10,33,-45,1.28,-1.77,0.2,-0.28,0.06,-0.08,644.1,2113,-0.3,-2.9,,
,6:49:39 pm,2,,10,-40,24,-1.56,0.93,-0.25,0.15,-0.07,0.04,641.3,2104,-0.8,-2.7,,
,6:49:49 pm,3,,X,-26,-4,-1.04,-0.16,-0.17,-0.03,-0.05,-0.01,643.2,2110,-0.6,-2.7,,
,6:50:01 pm,4,,X,-6,12,-0.24,0.46,-0.04,0.07,-0.01,0.02,643.7,2112,-0.5,-2.8,,
,6:50:14 pm,5,,X,7,-15,0.26,-0.6,0.04,-0.1,0.01,-0.03,644.2,2114,-0.4,-2.7,,
,6:50:24 pm,6,,X,5,-26,0.19,-1.03,0.03,-0.16,0.01,-0.05,646.1,2120,-0.5,-2.8,,
,6:50:37 pm,7,,X,3,-13,0.12,-0.51,0.02,-0.08,0.01,-0.02,647,2123,-0.4,-2.8,,
,6:50:48 pm,8,,10,22,53,0.86,2.07,0.14,0.33,0.04,0.1,646.3,2120,-0.4,-2.8,,
,6:51:01 pm,9,,X,24,-29,0.93,-1.14,0.15,-0.18,0.04,-0.05,646.2,2120,-0.4,-2.8,,
,6:51:13 pm,10,,X,-34,17,-1.33,0.68,-0.21,0.11,-0.06,0.03,644.8,2115,-0.6,-2.8,,
,6:51:24 pm,11,,X,-20,25,-0.78,0.97,-0.12,0.15,-0.04,0.05,642.7,2109,-0.5,-2.8,,
,6:51:35 pm,12,,X,-16,-20,-0.63,-0.79,-0.1,-0.13,-0.03,-0.04,646.4,2121,-0.4,-2.9,,
,6:51:46 pm,13,,X,-20,10,-0.79,0.41,-0.13,0.06,-0.04,0.02,646,2119,-0.4,-2.7,,
,6:51:58 pm,14,,10,-27,51,-1.06,2,-0.17,0.32,-0.05,0.09,646.1,2120,-0.5,-2.8,,
,6:52:11 pm,15,,10,-40,-27,-1.59,-1.07,-0.25,-0.17,-0.07,-0.05,645.3,2117,-0.7,-2.7,,
,6:52:22 pm,16,,X,-16,3,-0.65,0.13,-0.1,0.02,-0.03,0.01,647,2123,-0.6,-2.7,,
,6:52:35 pm,17,,X,32,0,1.27,0.01,0.2,0,0.06,0,650.1,2133,-0.3,-2.9,,
,6:52:44 pm,18,,X,-19,-11,-0.76,-0.42,-0.12,-0.07,-0.03,-0.02,646,2119,-0.5,-2.7,,
,6:52:55 pm,19,,X,-13,-22,-0.5,-0.88,-0.08,-0.14,-0.02,-0.04,649.1,2130,-0.3,-2.8,,
,6:53:06 pm,20,,X,-8,20,-0.33,0.78,-0.05,0.12,-0.02,0.04,648.9,2129,-0.8,-2.7,,

,,,,avg:,-8,0,-0.32,0,-0.05,0,-0.01,0,645.7,2118.5,-0.5,-2.8,0.2,
,,,,SD:,22,25.7,0.86,1.01,0.14,0.16,0.04,0.05,2.13,7,0.14,0.07,0.1,

Jan 14 2025,unnamed,10,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:48:26 pm,S1,sighter,9,-145,-86,-5.7,-3.4,-0.91,-0.54,-0.26,-0.16,538.7,1767,2.5,0.7,,
,6:49:06 pm,S2,sighter,7,-228,219,-8.98,8.61,-1.43,1.37,-0.42,0.4,548,1798,3.1,1.9,,
,6:49:52 pm,S3,sighter,7,-208,262,-8.18,10.32,-1.3,1.64,-0.38,0.48,556.2,1825,3.3,2.3,,
,6:50:42 pm,S4,sighter,10,-55,-74,-2.18,-2.9,-0.35,-0.46,-0.1,-0.13,547,1795,2.4,0.7,,
,6:51:27 pm,S5,sighter,10,-137,19,-5.38,0.75,-0.86,0.12,-0.25,0.03,553.9,1817,3.5,1.3,,
,6:52:19 pm,S6,sighter,9,-210,-18,-8.28,-0.71,-1.32,-0.11,-0.38,-0.03,548.2,1799,2.9,0.9,,
,6:53:02 pm,S7,sighter,6,-191,437,-7.53,17.2,-1.2,2.74,-0.35,0.8,567.4,1862,3.7,3.6,,


Jan 14 2025,unnamed,9,600y,61-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:50:02 pm,1,,9,-39,-122,-1.55,-4.8,-0.25,-0.76,-0.07,-0.22,619.4,2032,-1.4,-2.2,,
,6:50:14 pm,2,,8,-50,-149,-1.95,-5.88,-0.31,-0.94,-0.09,-0.27,619.9,2034,-1.1,-2.4,,
,6:50:25 pm,3,,8,-26,-159,-1.03,-6.26,-0.16,-1,-0.05,-0.29,611.6,2007,-1.3,-2.2,,
,6:50:34 pm,4,,9,-44,-110,-1.74,-4.35,-0.28,-0.69,-0.08,-0.2,616.4,2022,-1.5,-2.2,,
,6:50:45 pm,5,,9,-25,-86,-0.98,-3.39,-0.16,-0.54,-0.05,-0.16,620,2034,-1.6,-2.4,,
,6:50:57 pm,6,,9,-46,-86,-1.82,-3.4,-0.29,-0.54,-0.08,-0.16,612.5,2010,-1.5,-2.2,,
,6:51:07 pm,7,,9,2,-101,0.08,-3.99,0.01,-0.63,0,-0.18,619.6,2033,-1.3,-2.2,,

,,,,avg:,-33,-116,-1.28,-4.58,-0.2,-0.73,-0.06,-0.21,617.1,2024.5,-1.4,-2.2,0.2,
,,,,SD:,16.7,26.7,0.66,1.05,0.1,0.17,0.03,0.05,3.37,11.1,0.14,0.09,0.1,

Jan 14 2025,unnamed,14,600y,10-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:48:02 pm,S1,sighter,X,8,3,0.3,0.11,0.05,0.02,0.01,0,639.5,2098,-0.7,-2.6,,
,6:48:16 pm,S2,sighter,10,-38,26,-1.5,1,-0.24,0.16,-0.07,0.05,644.4,2114,-1.5,-2.8,,
,6:48:35 pm,S3,sighter,X,19,-3,0.73,-0.1,0.12,-0.02,0.03,0,644.7,2115,-0.5,-2.9,,
,6:48:50 pm,1,,10,-16,41,-0.65,1.63,-0.1,0.26,-0.03,0.08,643.6,2112,-0.6,-2.7,,


Jan 14 2025,Oscar,16,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:32:30 pm,S1,sighter,9,-5,-87,-0.19,-3.44,-0.03,-0.55,-0.01,-0.16,593.8,1948,-1.5,-3.6,7.8,
,6:33:06 pm,S2,sighter,9,53,-79,2.09,-3.12,0.33,-0.5,0.1,-0.14,602.8,1978,-1.6,-3.5,6.1,
,6:33:34 pm,S3,sighter,10,13,-62,0.5,-2.45,0.08,-0.39,0.02,-0.11,594.8,1951,-1.6,-3.5,8.5,
,6:34:12 pm,S4,sighter,10,53,41,2.07,1.6,0.33,0.26,0.1,0.07,604.9,1985,-1.5,-3.7,9.8,
,6:34:34 pm,S5,sighter,10,28,-62,1.09,-2.43,0.17,-0.39,0.05,-0.11,599.6,1967,-1.5,-3.6,7.7,
,6:35:06 pm,S6,sighter,X,34,8,1.35,0.32,0.21,0.05,0.06,0.01,613.6,2013,-3.1,-2.3,,
,6:35:32 pm,S7,sighter,10,36,-34,1.42,-1.35,0.23,-0.21,0.07,-0.06,597.7,1961,-1.6,-3.5,9.2,
,6:35:53 pm,S8,sighter,10,-39,-42,-1.52,-1.67,-0.24,-0.27,-0.07,-0.08,596.6,1957,-1.6,-3.5,9,
,6:36:05 pm,S9,sighter,X,26,18,1.04,0.71,0.17,0.11,0.05,0.03,594.7,1951,-1.7,-3.6,9.1,
,6:36:21 pm,S10,sighter,9,57,61,2.23,2.4,0.36,0.38,0.1,0.11,598.9,1965,-1.4,-3.5,8.9,
,6:36:37 pm,S11,sighter,10,50,45,1.95,1.78,0.31,0.28,0.09,0.08,596.7,1958,-1.4,-3.5,7.9,
,6:36:52 pm,S12,sighter,10,64,-27,2.53,-1.07,0.4,-0.17,0.12,-0.05,595.4,1953,-1.4,-3.5,8.2,
,6:37:12 pm,S13,sighter,10,64,39,2.52,1.54,0.4,0.24,0.12,0.07,587.1,1926,-1.4,-3.5,9.1,
,6:37:29 pm,S14,sighter,10,-20,73,-0.79,2.88,-0.13,0.46,-0.04,0.13,596.3,1956,-1.4,-3.5,8,
,6:37:46 pm,S15,sighter,X,29,7,1.15,0.29,0.18,0.05,0.05,0.01,588.6,1931,-1.5,-3.4,7.4,
,6:38:02 pm,S16,sighter,10,26,46,1.01,1.8,0.16,0.29,0.05,0.08,599.7,1968,-1.6,-3.5,8.1,
