ShotMarker Archived Data (generated Jan 21 2025)
Exported 51 strings from Jan 21 of 220 total in archive

Jan 21 2025,Erika for fun,15,600y,193-7X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:22:28 pm,S4,sighter,8,-28,182,-1.09,7.15,-0.17,1.14,-0.05,0.33,641.8,2106,1.1,-1.7,,
,6:23:05 pm,S5,sighter,9,1,93,0.05,3.65,0.01,0.58,0,0.17,636,2087,1.1,-1.9,,
,6:23:56 pm,S6,sighter,10,3,63,0.11,2.49,0.02,0.4,0.01,0.12,641.3,2104,1.2,-1.9,,
,6:24:47 pm,1,,X,10,23,0.41,0.9,0.06,0.14,0.02,0.04,639.8,2099,0.9,-2,,
,6:25:22 pm,2,,9,-50,69,-1.96,2.7,-0.31,0.43,-0.09,0.13,639.7,2099,1.1,-1.9,,
,6:25:59 pm,3,,X,-12,-14,-0.47,-0.56,-0.07,-0.09,-0.02,-0.03,637.6,2092,1,-1.9,,
,6:26:26 pm,4,,10,44,46,1.73,1.8,0.28,0.29,0.08,0.08,642.3,2107,1.1,-2,,
,6:26:57 pm,5,,X,-18,-29,-0.69,-1.15,-0.11,-0.18,-0.03,-0.05,642.6,2108,1,-2,,
,6:27:39 pm,6,,X,-20,-27,-0.79,-1.08,-0.13,-0.17,-0.04,-0.05,640.6,2102,1.2,-1.9,,
,6:28:09 pm,7,,10,-31,-41,-1.22,-1.62,-0.19,-0.26,-0.06,-0.08,640.5,2101,1.1,-1.9,,
,6:28:37 pm,8,,10,-22,-61,-0.89,-2.42,-0.14,-0.38,-0.04,-0.11,637.4,2091,1.2,-2.1,,
,6:29:24 pm,9,,X,-19,-26,-0.77,-1.01,-0.12,-0.16,-0.04,-0.05,645.4,2117,1.1,-2,,
,6:29:52 pm,10,,10,-22,-59,-0.87,-2.34,-0.14,-0.37,-0.04,-0.11,638,2093,1.1,-2,,
,6:30:23 pm,11,,9,47,-102,1.86,-4.03,0.3,-0.64,0.09,-0.19,640.3,2101,1.1,-2.2,,
,6:30:51 pm,12,,10,23,-63,0.89,-2.47,0.14,-0.39,0.04,-0.11,639.1,2097,1.1,-2,,
,6:31:22 pm,13,,X,13,-25,0.51,-0.99,0.08,-0.16,0.02,-0.05,646,2119,1.2,-1.9,,
,6:31:50 pm,14,,8,97,-154,3.83,-6.06,0.61,-0.96,0.18,-0.28,641.6,2105,1.1,-2.3,,
,6:32:21 pm,15,,10,15,-61,0.59,-2.39,0.09,-0.38,0.03,-0.11,636.6,2089,1.1,-2,,
,6:32:49 pm,16,,9,31,-96,1.22,-3.79,0.19,-0.6,0.06,-0.18,640.9,2103,1.2,-2.2,,
,6:33:17 pm,17,,X,-11,-28,-0.44,-1.09,-0.07,-0.17,-0.02,-0.05,645.9,2119,1.1,-2,,
,6:33:49 pm,18,,9,5,-115,0.2,-4.54,0.03,-0.72,0.01,-0.21,636.7,2089,1.2,-2.2,,
,6:34:14 pm,19,,9,-48,-70,-1.9,-2.76,-0.3,-0.44,-0.09,-0.13,640.4,2101,1.2,-1.9,,
,6:34:40 pm,20,,9,20,-98,0.78,-3.85,0.12,-0.61,0.04,-0.18,643,2110,1.3,-2.1,,

,,,,avg:,3,-47,0.1,-1.84,0.02,-0.29,0,-0.09,640.7,2102.1,1.1,-2,0.3,
,,,,SD:,34.6,52.6,1.36,2.07,0.22,0.33,0.06,0.1,2.78,9.1,0.09,0.12,0.1,

Jan 21 2025,Pasquale Barker sling ,10,600y,197-8X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:24:44 pm,1,,9,-215,68,-8.45,2.66,-1.35,0.42,-0.39,0.12,563.9,1850,1.7,-0.8,13.6,
,6:25:14 pm,2,,X,-69,3,-2.71,0.13,-0.43,0.02,-0.13,0.01,565.6,1856,1.3,-1,12.5,
,6:25:44 pm,3,,10,-13,88,-0.51,3.44,-0.08,0.55,-0.02,0.16,575.7,1889,1.3,-0.5,16.8,
,6:26:18 pm,4,,9,-145,125,-5.73,4.91,-0.91,0.78,-0.27,0.23,571,1873,1.5,-0.5,16.1,
,6:26:44 pm,5,,10,-34,114,-1.33,4.5,-0.21,0.72,-0.06,0.21,571.5,1875,1.2,-0.4,16.9,
,6:27:15 pm,6,,10,-114,-37,-4.47,-1.47,-0.71,-0.23,-0.21,-0.07,566.9,1860,1.4,-1.2,10.3,
,6:27:49 pm,7,,10,-82,-56,-3.23,-2.22,-0.51,-0.35,-0.15,-0.1,565.4,1855,1.3,-1.2,11.5,
,6:28:19 pm,8,,10,-82,-33,-3.24,-1.31,-0.52,-0.21,-0.15,-0.06,563.4,1848,1.2,-1.1,11.8,
,6:28:50 pm,9,,X,70,30,2.77,1.17,0.44,0.19,0.13,0.05,576.4,1891,1.1,-0.7,15.8,
,6:29:15 pm,10,,X,-5,9,-0.19,0.37,-0.03,0.06,-0.01,0.02,571.7,1876,1.3,-0.8,15.7,
,6:29:46 pm,11,,X,57,18,2.23,0.72,0.36,0.11,0.1,0.03,577.1,1893,1.1,-0.6,14.4,
,6:30:14 pm,12,,9,22,-179,0.85,-7.06,0.13,-1.12,0.04,-0.33,567.7,1863,1.3,-1.3,8.7,
,6:30:49 pm,13,,10,61,65,2.4,2.57,0.38,0.41,0.11,0.12,574.2,1884,1,-0.6,16.6,
,6:31:25 pm,14,,X,63,-1,2.47,-0.04,0.39,-0.01,0.11,0,570.3,1871,1.1,-0.7,12.6,
,6:31:56 pm,15,,10,-78,-116,-3.08,-4.58,-0.49,-0.73,-0.14,-0.21,561.1,1841,1.5,-1.3,9.6,
,6:32:32 pm,16,,X,-3,-30,-0.14,-1.17,-0.02,-0.19,-0.01,-0.05,572.6,1879,1.3,-1,13.9,
,6:32:59 pm,17,,10,-73,-131,-2.86,-5.15,-0.46,-0.82,-0.13,-0.24,567.3,1861,1.5,-1.3,9,
,6:33:30 pm,18,,10,-99,-37,-3.88,-1.48,-0.62,-0.23,-0.18,-0.07,570.6,1872,1.4,-1.1,11.7,
,6:34:08 pm,19,,X,35,19,1.37,0.74,0.22,0.12,0.06,0.03,576.1,1890,1.1,-0.8,14.3,
,6:34:40 pm,20,,X,24,-1,0.96,-0.03,0.15,0,0.04,0,572.2,1877,1.3,-0.8,14.2,

,,,,avg:,-34,-4,-1.34,-0.16,-0.21,-0.03,-0.06,-0.01,570,1870.2,1.3,-0.9,13.3,
,,,,SD:,76.1,76.5,3,3.01,0.48,0.48,0.14,0.14,4.58,15,0.16,0.27,2.6,

Jan 21 2025,unnamed,13,600y,38-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:30:34 pm,1,,8,211,73,8.31,2.88,1.32,0.46,0.38,0.13,407.2,1336,-0.5,-3.3,,
,6:31:19 pm,2,,7,184,217,7.26,8.54,1.15,1.36,0.34,0.4,416.1,1365,0.9,-2.8,,
,6:31:59 pm,3,,7,203,129,7.98,5.07,1.27,0.81,0.37,0.23,411.8,1351,-0.9,-3.6,,
,6:32:31 pm,4,,8,150,92,5.89,3.61,0.94,0.57,0.27,0.17,417.2,1369,1.1,-2.6,,
,6:33:23 pm,5,,8,216,22,8.49,0.88,1.35,0.14,0.39,0.04,414.3,1359,0.1,-2.9,,

,,,,avg:,193,107,7.59,4.2,1.21,0.67,0.35,0.19,413.3,1356,0.1,-3,0.3,
,,,,SD:,24.1,64.9,0.95,2.56,0.15,0.41,0.04,0.12,3.56,11.7,0.77,0.35,0.1,

Jan 21 2025,Enoch Burch - Rec,15,600y,174-2X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:19:49 pm,S1,sighter,7,216,-151,8.51,-5.94,1.35,-0.94,0.39,-0.27,504,1654,0.5,-2.6,12.2,
,6:20:21 pm,S2,sighter,8,147,-57,5.77,-2.26,0.92,-0.36,0.27,-0.1,508.4,1668,0.9,-2.5,8.4,
,6:20:56 pm,S3,sighter,9,89,-82,3.51,-3.23,0.56,-0.51,0.16,-0.15,502.6,1649,1.2,-2.5,6.2,
,6:21:51 pm,S4,sighter,8,154,47,6.05,1.85,0.96,0.3,0.28,0.09,507.8,1666,0.8,-2.3,8.9,
,6:22:33 pm,S5,sighter,9,75,39,2.95,1.52,0.47,0.24,0.14,0.07,512.2,1680,1.2,-2.4,5.9,
,6:23:15 pm,1,,X,-10,-16,-0.39,-0.63,-0.06,-0.1,-0.02,-0.03,515.4,1691,1.7,-2.5,0.5,
,6:23:39 pm,2,,10,47,38,1.87,1.5,0.3,0.24,0.09,0.07,514.6,1688,1.5,-2.5,3.2,
,6:24:02 pm,3,,9,55,-64,2.17,-2.53,0.35,-0.4,0.1,-0.12,513.1,1683,1.5,-2.5,4.9,
,6:24:43 pm,4,,8,37,-160,1.44,-6.28,0.23,-1,0.07,-0.29,513.1,1683,1.3,-2.6,6.2,
,6:25:07 pm,5,,9,91,8,3.59,0.32,0.57,0.05,0.17,0.01,515.5,1691,1.3,-2.5,4.1,
,6:25:43 pm,6,,9,-100,113,-3.93,4.43,-0.63,0.7,-0.18,0.21,522.9,1716,1.9,-2.3,2.7,
,6:26:08 pm,7,,10,-46,36,-1.81,1.4,-0.29,0.22,-0.08,0.06,519.4,1704,1.6,-2.4,0.8,
,6:26:32 pm,8,,8,-152,-162,-5.97,-6.39,-0.95,-1.02,-0.28,-0.3,514.2,1687,2.2,-2.5,1.4,
,6:26:59 pm,9,,9,127,19,4.99,0.76,0.79,0.12,0.23,0.04,518.5,1701,1,-2.5,4.7,
,6:27:31 pm,10,,X,11,2,0.45,0.08,0.07,0.01,0.02,0,520.4,1707,1.2,-2.5,2.4,
,6:28:06 pm,11,,8,158,-119,6.22,-4.69,0.99,-0.75,0.29,-0.22,521.7,1712,0.8,-2.6,8.4,
,6:28:40 pm,12,,8,172,-19,6.77,-0.77,1.08,-0.12,0.31,-0.04,522,1713,0.7,-2.5,7.3,
,6:29:22 pm,13,,8,-182,76,-7.16,3.01,-1.14,0.48,-0.33,0.14,520,1706,2.3,-2.3,6,
,6:29:56 pm,14,,9,-61,-59,-2.39,-2.32,-0.38,-0.37,-0.11,-0.11,520.8,1709,1.8,-2.5,1.1,
,6:30:26 pm,15,,8,-11,-225,-0.43,-8.85,-0.07,-1.41,-0.02,-0.41,513.4,1684,1.4,-2.7,3.5,
,6:30:45 pm,16,,10,-64,-13,-2.54,-0.52,-0.4,-0.08,-0.12,-0.02,523.6,1718,1.8,-2.5,0.3,
,6:31:14 pm,17,,9,-9,-110,-0.37,-4.35,-0.06,-0.69,-0.02,-0.2,513.3,1684,1.6,-2.5,3.7,
,6:31:44 pm,18,,6,357,-83,14.06,-3.27,2.24,-0.52,0.65,-0.15,516.4,1694,-0.3,-2.4,15.8,
,6:32:11 pm,19,,8,201,-15,7.93,-0.61,1.26,-0.1,0.37,-0.03,518.1,1700,0.5,-2.4,10.5,
,6:32:43 pm,20,,8,53,-153,2.09,-6.04,0.33,-0.96,0.1,-0.28,514.7,1689,1.1,-2.6,6.4,

,,,,avg:,34,-45,1.33,-1.79,0.21,-0.28,0.06,-0.08,517.6,1698,1.3,-2.5,4.7,
,,,,SD:,124.5,86.1,4.9,3.39,0.78,0.54,0.23,0.16,3.5,11.5,0.58,0.1,3.7,

Jan 21 2025,Hester Garza fpr,4,600y,195-8X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:20:53 pm,S1,sighter,8,-25,158,-0.97,6.2,-0.15,0.99,-0.04,0.29,605.9,1988,-2.5,-1.4,,
,6:21:40 pm,S2,sighter,10,-40,61,-1.56,2.4,-0.25,0.38,-0.07,0.11,605.5,1987,-2.1,-1.9,,
,6:22:23 pm,S3,sighter,9,-29,86,-1.16,3.39,-0.18,0.54,-0.05,0.16,626.9,2057,-2.2,-1.8,,
,6:22:57 pm,S4,sighter,10,-19,-45,-0.77,-1.79,-0.12,-0.29,-0.04,-0.08,614,2014,-2.2,-2.2,,
,6:23:35 pm,(S4-1),hidden/warning-angle,9,98,-84,3.86,-3.31,0.61,-0.53,0.18,-0.15,569.6,1869,4.3,-2.9,,
,6:24:08 pm,1,,10,-19,-77,-0.74,-3.05,-0.12,-0.48,-0.03,-0.14,609.6,2000,-2.1,-2.5,,
,6:24:50 pm,2,,X,-6,-37,-0.23,-1.46,-0.04,-0.23,-0.01,-0.07,619.5,2032,-2.6,-2.2,,
,6:25:20 pm,3,,10,-19,-54,-0.75,-2.12,-0.12,-0.34,-0.03,-0.1,613.5,2013,-2.6,-2.3,,
,6:25:59 pm,4,,10,-5,-75,-0.2,-2.94,-0.03,-0.47,-0.01,-0.14,607,1991,-1.7,-2.5,,
,6:26:35 pm,5,,X,-8,3,-0.31,0.11,-0.05,0.02,-0.01,0,621.7,2040,-2.9,-1.9,,
,6:27:06 pm,6,,10,25,43,0.96,1.67,0.15,0.27,0.04,0.08,615.6,2020,-3.3,-1.7,,
,6:27:37 pm,7,,10,54,-30,2.13,-1.18,0.34,-0.19,0.1,-0.05,611,2005,-2.9,-2.1,,
,6:28:00 pm,8,,9,15,-86,0.58,-3.37,0.09,-0.54,0.03,-0.16,606.9,1991,-3.1,-2.2,,
,6:28:24 pm,9,,X,18,-6,0.7,-0.22,0.11,-0.04,0.03,-0.01,608.7,1997,-2.3,-2,,
,6:28:52 pm,10,,9,101,38,3.99,1.5,0.64,0.24,0.18,0.07,611.7,2007,-3.9,-1.5,,
,6:29:18 pm,11,,10,34,-30,1.33,-1.19,0.21,-0.19,0.06,-0.06,613.5,2013,-2.7,-2.1,,
,6:29:51 pm,12,,X,11,-5,0.43,-0.19,0.07,-0.03,0.02,-0.01,615.2,2018,-2.8,-1.9,,
,6:30:19 pm,13,,9,-8,-89,-0.3,-3.49,-0.05,-0.56,-0.01,-0.16,607.6,1993,-1.9,-2.5,,
,6:30:50 pm,14,,10,40,-31,1.58,-1.24,0.25,-0.2,0.07,-0.06,615.3,2019,-3.3,-1.9,,
,6:31:11 pm,15,,X,9,-23,0.37,-0.91,0.06,-0.14,0.02,-0.04,621.3,2038,-2.7,-2.1,,
,6:31:31 pm,16,,X,29,-9,1.14,-0.34,0.18,-0.05,0.05,-0.02,616.9,2024,-2.3,-2.1,,
,6:31:52 pm,17,,X,-1,4,-0.05,0.15,-0.01,0.02,0,0.01,612.6,2010,-2.3,-2.3,,
,6:32:18 pm,18,,9,29,-76,1.15,-3,0.18,-0.48,0.05,-0.14,613.1,2011,-3,-2.3,,
,6:32:41 pm,19,,X,-37,1,-1.45,0.05,-0.23,0.01,-0.07,0,619.4,2032,-2.6,-2.1,,
,6:33:07 pm,20,,9,8,-100,0.31,-3.96,0.05,-0.63,0.01,-0.18,613.9,2014,-3,-2.3,,

,,,,avg:,14,-32,0.53,-1.26,0.08,-0.2,0.02,-0.06,613.7,2013.5,-2.7,-2.1,0.4,
,,,,SD:,29.7,40.8,1.17,1.6,0.19,0.26,0.05,0.07,4.41,14.5,0.5,0.24,0.1,

Jan 21 2025,Angelo Burgess Open,16,600y,199-9X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:21:10 pm,S1,sighter,9,-78,-70,-3.09,-2.75,-0.49,-0.44,-0.14,-0.13,554.8,1820,-0.2,-3.6,4,
,6:22:10 pm,S2,sighter,9,9,124,0.33,4.89,0.05,0.78,0.02,0.23,571.6,1875,-0.4,-3.6,7,
,6:22:38 pm,S3,sighter,9,31,149,1.22,5.87,0.19,0.93,0.06,0.27,569,1867,0,-3.3,3.2,
,6:23:37 pm,S4,sighter,X,-19,1,-0.74,0.02,-0.12,0,-0.03,0,572.3,1878,0,-3.5,3.6,
,6:24:10 pm,1,,X,2,-18,0.09,-0.72,0.01,-0.11,0,-0.03,571.8,1876,-0.1,-3.4,2.8,
,6:24:28 pm,2,,X,-2,40,-0.1,1.58,-0.02,0.25,0,0.07,568.9,1866,-0.3,-3.3,4.7,
,6:24:46 pm,3,,X,8,9,0.31,0.37,0.05,0.06,0.01,0.02,572.5,1878,-0.3,-3.6,8.4,
,6:25:04 pm,4,,X,-25,6,-1,0.22,-0.16,0.03,-0.05,0.01,569.8,1869,0.1,-3.4,1.7,
,6:25:26 pm,5,,10,-36,49,-1.42,1.91,-0.23,0.3,-0.07,0.09,574.7,1885,-0.5,-3.6,6.2,
,6:25:49 pm,6,,X,-9,-8,-0.35,-0.31,-0.06,-0.05,-0.02,-0.01,571.4,1875,-0.4,-3.5,6.7,
,6:26:13 pm,7,,X,-32,3,-1.27,0.1,-0.2,0.02,-0.06,0,568.5,1865,-0.4,-3.6,7.5,
,6:26:34 pm,8,,10,-20,-51,-0.8,-1.99,-0.13,-0.32,-0.04,-0.09,571.3,1874,-0.5,-3.4,5,
,6:26:58 pm,9,,10,4,-59,0.14,-2.33,0.02,-0.37,0.01,-0.11,568.1,1864,-0.5,-3.5,5.8,
,6:27:16 pm,10,,10,-38,-45,-1.51,-1.78,-0.24,-0.28,-0.07,-0.08,569.9,1870,-0.2,-3.4,1.8,
,6:27:42 pm,11,,9,-58,-65,-2.28,-2.57,-0.36,-0.41,-0.11,-0.12,569.6,1869,-0.5,-3.5,5.5,
,6:28:04 pm,12,,10,8,-49,0.32,-1.95,0.05,-0.31,0.01,-0.09,571.6,1875,-0.4,-3.6,7.2,
,6:28:22 pm,13,,10,32,-64,1.28,-2.52,0.2,-0.4,0.06,-0.12,568.4,1865,-0.5,-3.6,6.8,
,6:28:38 pm,14,,10,16,-47,0.61,-1.83,0.1,-0.29,0.03,-0.08,568,1864,-0.3,-3.6,7.6,
,6:28:58 pm,15,,X,-27,-22,-1.06,-0.87,-0.17,-0.14,-0.05,-0.04,568.5,1865,-0.4,-3.6,7.4,
,6:29:17 pm,16,,10,-23,72,-0.89,2.84,-0.14,0.45,-0.04,0.13,570.4,1871,-0.1,-3.4,2.9,
,6:29:33 pm,17,,X,-33,-21,-1.29,-0.81,-0.21,-0.13,-0.06,-0.04,572,1877,-0.5,-3.6,5.6,
,6:29:48 pm,18,,X,15,-20,0.58,-0.8,0.09,-0.13,0.03,-0.04,567.7,1863,-0.4,-3.6,7.7,
,6:30:03 pm,19,,10,-72,-17,-2.83,-0.67,-0.45,-0.11,-0.13,-0.03,570.8,1873,-0.4,-3.6,4.7,
,6:30:23 pm,20,,10,47,12,1.85,0.48,0.29,0.08,0.09,0.02,571.2,1874,-0.5,-3.5,6.2,

,,,,avg:,-12,-15,-0.48,-0.58,-0.08,-0.09,-0.02,-0.03,570.3,1870.9,-0.3,-3.5,5.6,
,,,,SD:,28.9,37.5,1.14,1.48,0.18,0.24,0.05,0.07,1.79,5.9,0.16,0.1,1.9,

Jan 21 2025,test,6,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:21:14 pm,S1,sighter,9,117,-5,4.59,-0.19,0.73,-0.03,0.21,-0.01,544.6,1787,0.7,-2.9,,
,6:22:59 pm,S2,sighter,9,45,101,1.76,3.99,0.28,0.64,0.08,0.18,542.6,1780,0.9,-2.8,,
,6:23:39 pm,S3,sighter,X,27,28,1.05,1.1,0.17,0.18,0.05,0.05,542,1778,0.7,-3,,
,6:24:34 pm,S4,sighter,9,139,12,5.45,0.46,0.87,0.07,0.25,0.02,543,1781,0.5,-2.9,,
,6:25:21 pm,S5,sighter,10,46,-22,1.83,-0.85,0.29,-0.14,0.08,-0.04,549.2,1802,0.9,-3,,
,6:25:51 pm,S6,sighter,9,-149,-42,-5.88,-1.67,-0.94,-0.27,-0.27,-0.08,546.6,1793,0.7,-3.4,,
,6:26:14 pm,S7,sighter,9,103,-30,4.06,-1.19,0.65,-0.19,0.19,-0.06,540.3,1773,0.5,-3.1,,
,6:26:47 pm,S8,sighter,9,33,-121,1.28,-4.77,0.2,-0.76,0.06,-0.22,544.6,1787,0.7,-3.3,,
,6:27:53 pm,S9,sighter,7,-129,-211,-5.08,-8.3,-0.81,-1.32,-0.24,-0.38,546.6,1793,0.7,-3.5,,
,6:28:27 pm,S10,sighter,9,-8,-89,-0.31,-3.52,-0.05,-0.56,-0.01,-0.16,544.6,1787,0.7,-3.2,,
,6:29:24 pm,S11,sighter,9,37,-141,1.44,-5.56,0.23,-0.88,0.07,-0.26,539.3,1769,0.7,-3.2,,
,6:30:09 pm,S12,sighter,10,-7,-47,-0.29,-1.84,-0.05,-0.29,-0.01,-0.09,542.6,1780,0.8,-3.3,,


Jan 21 2025,unnamed,14,600y,67-2X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:27:40 pm,1,,X,9,11,0.36,0.43,0.06,0.07,0.02,0.02,556.8,1827,-0.4,-2.9,0.8,
,6:27:57 pm,2,,10,11,-76,0.42,-2.98,0.07,-0.47,0.02,-0.14,561.2,1841,0.1,-3.2,1.4,
,6:28:12 pm,3,,9,-28,-80,-1.09,-3.16,-0.17,-0.5,-0.05,-0.15,555.5,1823,0.1,-3.2,1.4,
,6:28:33 pm,4,,X,-1,23,-0.05,0.92,-0.01,0.15,0,0.04,554.8,1820,-0.6,-2.9,0.5,
,6:28:48 pm,5,,10,67,-22,2.64,-0.87,0.42,-0.14,0.12,-0.04,557.8,1830,-0.4,-2.9,3.5,
,6:29:01 pm,6,,8,-57,-146,-2.24,-5.74,-0.36,-0.91,-0.1,-0.27,552.7,1813,0.5,-3.3,2,
,6:29:23 pm,7,,10,53,-38,2.07,-1.5,0.33,-0.24,0.1,-0.07,556.3,1825,-0.2,-3,3,

,,,,avg:,8,-47,0.3,-1.84,0.05,-0.29,0.01,-0.09,556.4,1825.6,-0.1,-3.1,1.8,
,,,,SD:,39.7,54.4,1.56,2.14,0.25,0.34,0.07,0.1,2.46,8.1,0.34,0.14,1,

Jan 21 2025,Ike Contreras REC,13,600y,57-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:20:29 pm,S1,sighter,9,55,-115,2.17,-4.51,0.34,-0.72,0.1,-0.21,424.1,1391,3.2,-1.4,,
,6:21:26 pm,S2,sighter,9,82,-37,3.24,-1.46,0.52,-0.23,0.15,-0.07,418.2,1372,2,-1.9,,
,6:22:46 pm,1,,7,121,234,4.76,9.21,0.76,1.47,0.22,0.43,411.4,1350,1,-2.9,,
,6:24:01 pm,2,,8,49,187,1.91,7.35,0.3,1.17,0.09,0.34,420.4,1379,1.3,-2.3,,
,6:25:19 pm,3,,9,20,121,0.78,4.78,0.12,0.76,0.04,0.22,418.4,1373,3.1,-1.4,,
,6:25:56 pm,4,,8,157,-146,6.2,-5.74,0.99,-0.91,0.29,-0.27,409.8,1344,1.5,-2,,
,6:26:38 pm,5,,8,104,148,4.09,5.81,0.65,0.92,0.19,0.27,421.1,1382,2.8,-1.7,,
,6:27:26 pm,6,,8,162,8,6.38,0.33,1.02,0.05,0.3,0.02,414.2,1359,1,-2.4,,
,6:28:23 pm,7,,9,66,129,2.61,5.08,0.42,0.81,0.12,0.24,425.4,1396,3,-1.6,,

,,,,avg:,97,97,3.82,3.83,0.61,0.61,0.18,0.18,417.2,1368.9,2,-2,0.3,
,,,,SD:,50.3,118.2,1.98,4.65,0.32,0.74,0.09,0.22,5.23,17.2,0.87,0.48,0.1,

Jan 21 2025,unnamed,14,600y,9-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:27:05 pm,1,,9,65,-51,2.57,-2.02,0.41,-0.32,0.12,-0.09,550.8,1807,-0.1,-3.2,4.4,


Jan 21 2025,unnamed,14,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:26:19 pm,S1,sighter,X,-21,-11,-0.81,-0.44,-0.13,-0.07,-0.04,-0.02,556.5,1826,-0.3,-3,1.7,
,6:26:39 pm,S2,sighter,9,63,-64,2.5,-2.51,0.4,-0.4,0.12,-0.12,554,1818,-0.1,-3.1,4.7,


Jan 21 2025,unnamed,14,600y,9-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:25:19 pm,1,,9,68,-47,2.67,-1.84,0.42,-0.29,0.12,-0.09,548.6,1800,-0.3,-3,3.7,


Jan 21 2025,unnamed,14,600y,39-1X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:21:34 pm,S1,sighter,9,74,-46,2.91,-1.8,0.46,-0.29,0.13,-0.08,551.8,1810,-0.1,-3,4.6,
,6:22:16 pm,S2,sighter,10,-33,-27,-1.3,-1.07,-0.21,-0.17,-0.06,-0.05,549,1801,-0.2,-2.9,3.6,
,6:22:44 pm,S3,sighter,10,49,6,1.91,0.24,0.3,0.04,0.09,0.01,551.3,1809,-0.3,-2.9,2.5,
,6:23:13 pm,1,,10,14,58,0.55,2.27,0.09,0.36,0.03,0.11,553.5,1816,-0.1,-2.9,0.4,
,6:23:42 pm,2,,10,-12,55,-0.48,2.15,-0.08,0.34,-0.02,0.1,547.3,1796,-0.2,-2.9,2.3,
,6:24:11 pm,3,,X,22,14,0.87,0.55,0.14,0.09,0.04,0.03,553,1814,-0.6,-2.9,0.8,
,6:24:35 pm,4,,9,-40,86,-1.56,3.4,-0.25,0.54,-0.07,0.16,553.6,1816,-0.3,-2.9,3.2,

,,,,avg:,-4,53,-0.16,2.09,-0.02,0.33,-0.01,0.1,551.9,1810.5,-0.3,-2.9,1.7,
,,,,SD:,24.2,25.8,0.95,1.02,0.15,0.16,0.04,0.05,2.64,8.7,0.18,0.02,1.1,

Jan 21 2025,unnamed,10,600y,8-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:21:24 pm,S1,sighter,8,181,166,7.13,6.52,1.13,1.04,0.33,0.3,566.4,1858,0.8,-0.1,20.8,
,6:22:18 pm,S2,sighter,10,-1,115,-0.03,4.52,0,0.72,0,0.21,572.2,1877,1,-0.5,16.9,
,6:22:55 pm,S3,sighter,9,58,212,2.28,8.34,0.36,1.33,0.11,0.39,572.4,1878,0.7,-0.1,18.3,
,6:24:00 pm,1,,8,-108,232,-4.27,9.11,-0.68,1.45,-0.2,0.42,576.2,1890,1,-0.2,18.1,


Jan 21 2025,unnamed,14,600y,0-0X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:20:04 pm,S1,sighter,X,-16,-13,-0.63,-0.52,-0.1,-0.08,-0.03,-0.02,545.6,1790,-0.2,-3,2.7,
,6:20:30 pm,S2,sighter,X,2,30,0.08,1.17,0.01,0.19,0,0.05,547.6,1797,-0.2,-3,1.5,
