ShotMarker Archived Data (generated Jan 28 2025)
Exported 42 strings from Jan 28 of 262 total in archive

Jan 28 2025,Ethan Blackwood F Open,8,600y,200-16X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,,,,avg:,20,-6,0.8,-0.23,0.13,-0.04,0.04,-0.01,659,2162.1,1.6,-1.9,1.2,
,,,,SD:,24.1,36.4,0.95,1.43,0.15,0.23,0.04,0.07,2.17,7.1,0.21,0.15,1.3,

Jan 28 2025,Alyce Chavez rec,4,600y,199-11X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:18:42 pm,S1,sighter,6,158,323,6.24,12.71,0.99,2.02,0.29,0.59,544.2,1785,1.5,-1.7,,
,6:20:07 pm,S2,sighter,9,47,76,1.86,2.99,0.3,0.48,0.09,0.14,549.1,1802,1.1,-2.3,,
,6:20:51 pm,S3,sighter,9,55,91,2.18,3.57,0.35,0.57,0.1,0.17,553.7,1817,0.6,-2.1,,
,6:21:24 pm,S4,sighter,10,-12,48,-0.46,1.87,-0.07,0.3,-0.02,0.09,561,1841,-0.4,-2,,
,6:22:18 pm,S5,sighter,X,0,-38,-0.01,-1.49,0,-0.24,0,-0.07,583.5,1914,-3,-1.9,,
,6:22:48 pm,1,,10,30,-50,1.17,-1.99,0.19,-0.32,0.05,-0.09,573.3,1881,-3.5,-1.8,,
,6:23:09 pm,2,,X,-11,7,-0.45,0.28,-0.07,0.04,-0.02,0.01,575.5,1888,-2.8,-1.9,,
,6:23:28 pm,3,,X,-30,27,-1.19,1.06,-0.19,0.17,-0.06,0.05,571.3,1874,-1.1,-2.1,,
,6:23:49 pm,4,,X,15,2,0.61,0.09,0.1,0.01,0.03,0,572.4,1878,-2.4,-1.8,,
,6:24:10 pm,5,,X,36,2,1.42,0.08,0.23,0.01,0.07,0,545.8,1791,1.9,-2.3,,
,6:24:35 pm,6,,X,-17,-4,-0.67,-0.14,-0.11,-0.02,-0.03,-0.01,573.2,1881,-3.5,-1.6,,
,6:25:13 pm,7,,X,-15,3,-0.6,0.11,-0.1,0.02,-0.03,0.01,581.6,1908,-3,-1.6,,
,6:25:35 pm,8,,10,-40,60,-1.59,2.37,-0.25,0.38,-0.07,0.11,577.4,1894,-2.6,-1.6,,
,6:26:04 pm,9,,10,-44,20,-1.75,0.78,-0.28,0.12,-0.08,0.04,568.8,1866,-2.1,-1.9,,
,6:26:26 pm,10,,X,-12,-30,-0.47,-1.17,-0.08,-0.19,-0.02,-0.05,576.9,1893,-3.5,-1.6,,
,6:26:52 pm,11,,10,66,22,2.58,0.85,0.41,0.14,0.12,0.04,557.2,1828,-0.1,-2.3,,
,6:27:36 pm,12,,10,-39,-43,-1.52,-1.69,-0.24,-0.27,-0.07,-0.08,543,1781,2.5,-2.7,,
,6:28:11 pm,13,,10,-43,-11,-1.69,-0.44,-0.27,-0.07,-0.08,-0.02,576.2,1890,-2.9,-1.6,,
,6:28:40 pm,14,,X,-15,-37,-0.59,-1.47,-0.09,-0.23,-0.03,-0.07,571.2,1874,-1.8,-2.1,,
,6:28:58 pm,15,,10,39,-67,1.52,-2.62,0.24,-0.42,0.07,-0.12,576.5,1891,-3.8,-1.7,,
,6:29:27 pm,16,,9,82,43,3.22,1.71,0.51,0.27,0.15,0.08,543.1,1782,2.6,-2.3,,
,6:30:01 pm,17,,10,-47,-18,-1.86,-0.72,-0.3,-0.11,-0.09,-0.03,574.1,1884,-2.4,-2.1,,
,6:30:23 pm,18,,X,-23,-26,-0.91,-1.04,-0.15,-0.17,-0.04,-0.05,579,1900,-2.9,-1.9,,
,6:30:51 pm,19,,X,-27,-27,-1.08,-1.06,-0.17,-0.17,-0.05,-0.05,569.2,1867,-1.7,-2.2,,
,6:31:25 pm,20,,X,0,24,0,0.94,0,0.15,0,0.04,568.3,1865,-1.6,-2,,

,,,,avg:,-5,-5,-0.19,-0.2,-0.03,-0.03,-0.01,-0.01,568.7,1865.8,-1.7,-2,0.3,
,,,,SD:,36.6,31.8,1.44,1.25,0.23,0.2,0.07,0.06,11.51,37.8,1.92,0.29,0.1,

Jan 28 2025,Pasquale Barker sling ,10,600y,195-6X

,time,id,tags,score,x (mm),y (mm),x (inch),y (inch),x (moa),y (moa),x (mil),y (mil),v (m/s),v (fps),yaw (deg), pitch (deg),quality
,6:19:03 pm,S1,sighter,X,-1,72,-0.04,2.85,-0.01,0.45,0,0.13,553.7,1817,1.9,-1.9,18.7,
,6:19:29 pm,S2,sighter,10,-41,-144,-1.6,-5.69,-0.25,-0.9,-0.07,-0.26,552.9,1814,1.9,-2.2,18.6,
,6:20:10 pm,1,,9,-122,-102,-4.82,-4.03,-0.77,-0.64,-0.22,-0.19,552.6,1813,1.8,-2.3,17.1,
,6:20:37 pm,2,,8,199,-202,7.81,-7.97,1.24,-1.27,0.36,-0.37,551.5,1809,1.7,-2.4,14.5,
,6:21:35 pm,3,,10,-123,22,-4.86,0.85,-0.77,0.14,-0.23,0.04,550.4,1806,2,-2,18.8,
,6:22:05 pm,4,,X,-1,-70,-0.04,-2.75,-0.01,-0.44,0,-0.13,550.6,1806,1.7,-2.4,16.9,
,6:22:29 pm,5,,X,-20,6,-0.78,0.22,-0.12,0.04,-0.04,0.01,547.9,1798,1.9,-2.1,16.2,
,6:23:19 pm,6,,X,-19,-46,-0.76,-1.81,-0.12,-0.29,-0.04,-0.08,543.3,1782,2,-2.1,21,
,6:23:45 pm,7,,10,10,-108,0.39,-4.26,0.06,-0.68,0.02,-0.2,548.3,1799,1.8,-2.4,19.6,
,6:24:25 pm,8,,10,-83,-6,-3.28,-0.22,-0.52,-0.04,-0.15,-0.01,548.4,1799,1.9,-2.2,16.6,
,6:24:59 pm,9,,10,84,-36,3.3,-1.43,0.53,-0.23,0.15,-0.07,549.6,1803,1.7,-2.3,16,
,6:25:28 pm,10,,10,-53,-103,-2.1,-4.07,-0.33,-0.65,-0.1,-0.19,553,1814,1.8,-2.2,17.9,
,6:26:03 pm,11,,X,11,-28,0.44,-1.11,0.07,-0.18,0.02,-0.05,550.5,1806,1.7,-2.9,15.5,
,6:26:32 pm,12,,10,-24,-151,-0.95,-5.96,-0.15,-0.95,-0.04,-0.28,551.3,1809,1.8,-2.4,21,
,6:27:06 pm,13,,10,87,39,3.44,1.54,0.55,0.24,0.16,0.07,552.8,1814,1.8,-2.1,13.9,
,6:27:45 pm,14,,10,-82,-51,-3.21,-2.02,-0.51,-0.32,-0.15,-0.09,544.4,1786,1.9,-2.2,18,
